intolerance	[s]\nintolerância
intontation	[s]\nentonação
intoxicate	[vt]\n\n1. intoxicar\n2. embriagar
intoxicated	/intɔksikeitid/\n\n1. bêbado\n2. embriagado\n3. ébrio
intracellular	[adjective]\nintracelular
intracranial	[adjective]\nintracraniano
intractable	[adjective]\n\n1. a. intratável\n  b. desobediente\n2. não governável
intramural	[adjective]\nintramural
intravascular	[adjective]\nintravascular
intravenous	[adjective]\nintravenoso
intrepid	/intrepit/\n\n1. audaz\n2. arriscado\n3. ousado
intrigue	/intriːg/\n\n1. enredar\n2. intrigar
introduce	/intrədjuːs/\n\n1. apresentar\n2. oferecer
introducer	[s]\nintrodutor
introduction	introdução
introductory	[adjective]\nintrodutório
introspection	[s]\nintrospecção
intrude	/intruːd/\n\nmeter o nariz em assunto alheio
intrusion	[s]\nintrusão
intrust	[vt]\nconfiar algo a alguém
intubation	[s]\nintubação
intuitive	intuitivo
intuitively	intuitivamente
inundation	[s]\ninundação
inutility	[s]\ninutilidade
invade	/inveid/\n\ninvadir
invalid	[adjective]\ninválido
invaluable	[adjective]\n\n1. sem valor\n2. inestimável\n3. impagável
invariably	invariavelmente
invariant	[adjective]\n\n1. invariável\n2. constante
invasion	/inveiʒn/\n\ninvasão
invasive	[adjective]\ninvasivo
invent	/invent/\n\ninventar
invention	/invenʃən/\n\ninvenção
inventor	/inventər/\n\ninventor
inventory	/invəntriː/\n\n1. arrolamente\n2. inventário
inversion	[s]\ninversão
inverted comma	/invəːtidkɔmə/\n\naspas
investigate	/investigeit/\n\n1. buscar\n2. escavar\n3. explorar\n4. investigar\n5. pesquisar
investigation	/investigeiʃən/\n\n1. a. exame\n  b. prova\n  c. teste\n2. a. inquérito\n  b. investigação\n  c. sindicância
investment	[s]\ninvestimento
inveterate	[adjective]\ninveterado
invincible	/invinsəbl/\n\ninvencível
inviolable	[adjective]\ninviolável
invisible	[adjective]\ninvisível
invitation	/inviteiʃən/\n\n[s]\nconvite
invite	/invait/\n\n1. convidar\n2. invitar
invite tenders for	/invaittendəzfər/\n\nadjudicar
invocation	[s]\ninvocação
invoice	/invɔis/\n\n1. facturar\n2. a. factura\n  b. nota
invoke	/invouk/\n\n1. apelar\n2. chamar\n3. invocar
involve	[vt]\nenvolver
involvement	[s]\nenvolvimento
invulnerable	[adjective]\ninvulnerável
iodine	/aiədiːn/\n\n[s]\niodo
ipsilateral	[adjective]\n\n1. ipsilateral\n2. do mesmo lado
Iran	/irɑːn/\n\n[s]\nIrã
Iranian	/ireiniən/\n\niraniano
Ireland	/aiələnd/\n\n[s]\nIrlanda
Irish	/airiʃ/\n\nirlandês
Irishman	/airiʃmən/\n\nirlandês
iron	/aiən/\n\n[s]\n[adjective]\n[vt]\n\n1. ferro\n2. a. ferro de engomar\n  b. ferro de passar roupa\n3. férreo\n4. a. engomar\n  b. passar a ferro
iron clothes	/aiənklouðz/\n\n1. engomar\n2. passar a ferro
ironic	/airɔnik/\n\n[adjective]\nirônico
ironically	[adverb]\n\n1. ironicamente\n2. de forma irônica
ironing board	/aiərəniŋbɔːd/\n\ntábua de passar roupa
irony	/aiərəniː/\n\n[s]\nironia
irrecoverable	[adjective]\nirrecuperável
irrefutability	[s]\nirrefutabilidade
irrefutable	[adverb]\nirrefutável
irrefutably	[adverb]\n\n1. irrefutavelmente\n2. de forma irrefutável
irregular	[adjective]\nirregular
irrelevant	[adjective]\nirrelevante
irreparable	[adjective]\nirreparável
irresistible	/irizistəbl/\n\n[adjective]\nirresistível
irresistibly	[adverb]\nirresistivelmente
irrestible	[adjective]\nirresistível
irreversible	[adjective]\nirreversível
irreversibly	[adverb]\nirreversivelmente
irrevocable	[adjective]\nirrevogável
irrigate	/irigeit/\n\n[vt]\n\n1. irrigar\n2. molhar
irritability	[s]\nirritabilidade
irritation	[s]\nirritação
ischaemic	[adjective]\nisquêmico
ischemia	[s]\nisquemia
ischemic	[adjective]\nisquêmico
Islam	/izlɑːm/\n\n[s]\n\n1. islã\n2. islamismo\n3. maometismo
Islamic	/izlæmik/\n\nislâmico
island	/ailənd/\n\n[s]\nilha
isoenzyme	[s]\nisoenzima
isoimmunization	[s]\nisoimunização
isolate	/aisələt/\n\n[vt]\n\n1. ilhar\n2. insular\n3. isolar
isolated	/aisəleitid/\n\n[adjective]\nisolado
isolation	[s]\nisolamento
Israel	/izreil/\n\n[s]\nIsrael
Israelite	/izrilit/\n\nisraelita
issue	/iʃuː/\n\n[s]\n[vt]\n\n1. a. questão\n  b. tema\n2. fascículo\n3. a. editar\n  b. emitir\n  c. proferir\n  d. publicar\n4. proclamar
IT	[s]\ntecnologia da informação\n\n/it/\n\n[pronoun]\nisto
it doesn't matter	/itdountmætər/\n\n1. não importa\n2. pouco importa
Italian	/itæliən/\n\nitaliano
italic	[adjective]\nitálico
Italy	/itəliː/\n\n[s]\nItália
itch	/itʃ/\n\n1. a. coceira\n  b. comichão\n  c. prurido\n2. a. dar coceira\n  b. estar com coceira\n  c. formigar\n  d. prurir
itching	[s]\n\n1. comichão\n2. coceira\n3. prurido
item	/aitəm/\n\n[s]\n\n1. item\n2. elemento
its	/its/\n\n1. seu\n2. sua
itself	/itself/\n\n1. si mesmo\n2. próprio
ivory	/aivəriː/\n\n1. ebúrneo\n2. marfim
Ivory Coast	/aivəriːkoust/\n\nCosta do Marfim
ivy	/aiviː/\n\n1. hera\n2. trepadeira
jack	/dʒæk/\n\n1. a. gaiato\n  b. galopim\n2. macaco
jackal	/dʒækɔːl/\n\nchacal
jacket	/dʒækit/\n\n1. casaco\n2. jaqueta\n3. paletó
jade	/dʒeid/\n\njade
jaguaro	/dʒægərou/\n\n1. jaguar\n2. onça
jail	/dʒeil/\n\n1. cadeia\n2. prisão
jam	/dʒæm/\n\n1. compota\n2. bloquear
Jamaica	/dʒəmeikə/\n\nJamaica
January	/dʒænjuriː/\n\nJaneiro
Japan	/dʒəpæn/\n\nJapão
Japanese	/dʒæpəniːz/\n\n[s]\n[adjective]\njaponês
jargon	/dʒɑːgɔn/\n\n[s]\n\n1. calão\n2. gíria\n3. jargão
jaundice	[s]\nicterícia
Java	/dʒɑːvə/\n\nJava
jaw	/dʒɔː/\n\n[s]\n\n1. maxila\n2. queixada
jawbone	/dʒɔːboun/\n\n[s]\n\n1. maxila\n2. queixada
jaws	/dʒɔːz/\n\n1. a. fauce\n  b. goela\n2. a. abertura\n  b. boca
jealous	/dʒeləs/\n\n1. invejoso\n2. a. cioso\n  b. ciumento
jealousy	/dʒeləsiː/\n\nciúme
jeer at	/dʒiəreit/\n\n1. caçoar\n2. escarnecer\n3. zombar
Jehovah	/dʒihouvə/\n\nJeová
Jehovah's Witness	/dʒihouvəzwitnəs/\n\ntestemunhadeJeová
jennet	burra
jeopard	[vt]\n\n1. ameaçar\n2. arriscar
jeopardize	[vt]\n\n1. ameaçar\n2. arriscar
jeopardy	[s]\n[vt]\n\n1. ameaça\n2. risco\n3. ameaçar\n4. arriscar
jerk	merda
jest	/dʒest/\n\n1. brincar\n2. caçoar\n3. gracejar
jester	/dʒestər/\n\narlequim
jet plane	/dʒetplein/\n\naviãoajato
Jew	/dʒjuː/\n\njudeu
jewel	/dʒuːəl/\n\njóia
jeweller	/dʒuːələr/\n\njoalheiro
Jewish	/dʒuːiʃ/\n\n1. judaico\n2. judeu
jingle	/dʒiŋgl/\n\n1. a. tilintar\n  b. tinir\n  c. retinir\n2. tinido
jinks	[s]\nbrincadeira perversa
job	/dʒɔb/\n\n1. a. labor\n  b. trabalho\n2. a. cargo\n  b. emprego\n  c. lugar\n  d. ofício\n3. a. carga\n  b. empreitada\n  c. tarefa
jocular	/dʒɔkjulər/\n\n1. brincalhão\n2. gracejador
join	/dʒɔin/\n\n1. a. aderir\n  b. filiar-se\n  c. incorporar-se\n2. a. unir\n  b. reunir\n3. a. unir-se\n  b. reunir-se\n  c. associar-se\n4. a. amarrar\n  b. atar\n  c. ligar\n5. unificar
joint	/dʒɔint/\n\n[s]\n[adjective]\n\n1. a. junta\n  b. união\n2. encaixe\n3. articulação\n4. comum
joke	/dʒouk/\n\n1. a. brincar\n  b. caçoar\n  c. gracejar\n2. a. brincadeira\n  b. caçoada\n  c. chiste\n  d. gracejo\n  e. piada
jollity	[s]\nalegria
journal	/dʒəːnl/\n\njornal
journalist	/dʒəːnəlist/\n\njornalista
journey	/dʒəːniː/\n\n[s]\n\n1. jornada\n2. viagem
jovial	[adjective]\njovial
joy	/dʒɔi/\n\n1. alegria\n2. gozo
joyfully	[adverb]\n\n1. alegremente\n2. com prazer
joyfulness	[s]\nalegria
joystick	/dʒɔistik/\n\n1. guidão\n2. volante
jubilant	/dʒuːbilənt/\n\njubiloso
jubilation	/dʒuːbileiʃən/\n\njúbilo
jubilee	/dʒuːbiliː/\n\njubileu
Judaism	/dʒuːdeiizəm/\n\njudaísmo
judge	/dʒʌdʒ/\n\n1. julgar\n2. juiz
judgement	[s]\njulgamento
judgment	/dʒuːdgmənt/\n\n1. juízo\n2. julgamento\n3. sentença
judicial	[adjective]\njudicial
judicially	[adverb]\n\n1. judicialmente\n2. de forma judicial
judiciary	[s]\njudiciário
judiciously	[adverb]\n\n1. judiciosamente\n2. criteriosamente\n3. sensatamente
jug	/dʒʌg/\n\n1. a. bilha\n  b. cântaro\n  c. jarra\n2. a. panela\n  b. pote\n  c. vaso\n3. a. caixa\n  b. continente\n  c. jarro\n  d. vasilha
juggernaut	[s]\njamanta
juggle	/dʒʌgl/\n\n1. escamotear\n2. prestidigitar
juggler	/dʒʌglər/\n\nprestidigitador
jugular	[s]\n[adjective]\njugular
juice	/dʒuːs/\n\n1. seiva\n2. suco\n3. sumo
July	/dʒuːlai/\n\nJulho
jumbled up	/dʒʌmbldʌp/\n\n1. confuso\n2. vago
jump	/dʒʌmp/\n\n1. a. pular\n  b. saltar\n2. a. pulo\n  b. salto
junction	[s]\njunção
June	/dʒuːn/\n\nJunho
june bug	/dʒuːnbʌg/\n\nbesouro
jungle	/dʒʌŋgl/\n\n1. floresta\n2. mata\n3. selva
jurisdiction	[s]\njurisdição
jurisprudence	/dʒeərispruːdns/\n\n1. direito\n2. jurisprudência
jurist	/dʒeərist/\n\njurista
jury	[s]\njuri
just	/dʒʌst/\n\n1. a. eqüitativo\n  b. justo\n  c. reto\n2. a. não...mais que\n  b. só\n  c. somente\n  d. apenas\n3. a. directamente\n  b. imediatamente\n  c. sem demora\n4. a. comprecisão\n  b. exactamente\n  c. exatamente\n  d. justamente\n5. a. agora mesmo\n  b. neste instante
just now	/dʒʌstnau/\n\n1. agora mesmo\n2. neste instante
justice	/dʒʌstis/\n\njustiça
justification	[s]\njustificativa
justify	[vt]\njustificar
kangaroo	/kæŋgəruː/\n\ncanguru
keel	/kiːl/\n\nquilha
keen	/kiːn/\n\n1. ágil\n2. alerta\n3. animado\n4. bem disposto\n5. vivo
keep	/kiːp/\n\n1. a. criar\n  b. cultivar\n  c. melhorar\n2. a. guardar\n  b. velar\n  c. vigiar\n3. conservar\n4. observar\n5. a. cumprir\n  b. desempenhar\n6. a. salvar\n  b. poupar
keep an eye on	/kiːpæniːwʌn/\n\n1. espiar\n2. espionar
keep house	/kiːphaus/\n\nadministrarcasa
keep on	/kiːpwʌn/\n\n1. continuar\n2. durar\n3. permanecer\n4. prolongar-se
keeper	[s]\nguardião
kernel	/kəːnl/\n\n1. âmago\n2. caroço\n3. cerne\n4. núcleo
kerosene	/kerəsiːn/\n\nquerosene
kettle	/ketl/\n\n1. chaleira\n2. caldeirão
key	/kiː/\n\n1. a. gama\n  b. escala\n2. chave
key chain	[s]\nchaveiro
keyboard	[s]\nteclado
keyword	[s]\npalavra-chave
kibbutz	/kibʌts/\n\nkibboutz
kick	/kik/\n\n[s]\n[vt]\n\n1. a. chute\n  b. pontapé\n2. coice\n3. a. chutar\n  b. dar pontapé
kid	/kid/\n\n[s]\n[vt]\n\n1. criança\n2. cabrito\n3. a. brincar\n  b. fazer blague\n  c. mistificar por pilhéria
kidnap	[vt]\nsequestrar
kidney	/kidniː/\n\n[s]\nrim
kill	/kil/\n\n[vt]\nmatar
killer	[s]\n\n1. matador\n2. assassino
kiln	/kiln/\n\n[s]\n\n1. fogão\n2. forno
kilogram	[s]\nquilograma
kilometre	/kilɔmitər/\n\n[s]\nquilômetro
kind	/kaind/\n\n[s]\n[adjective]\n\n1. a. tipo\n  b. espécie\n  c. género\n  d. jaez\n  e. laia\n  f. qualidade\n2. a. afável\n  b. amável\n  c. bondoso\n  d. gentil\n  e. lhano\n3. a. atencioso\n  b. obsequioso
kindle	/kaindl/\n\nacender
kindly	[adjective]\n[adverb]\n\n1. a. benevolente\n  b. humano\n2. beneficente\n3. natural\n4. a. generosamente\n  b. gentilmente\n5. naturalmente
kindness	/kaindnəs/\n\n[s]\n\n1. afabilidade\n2. amabilidade\n3. fineza\n4. gentileza
king	/kiŋ/\n\n[s]\nrei
kingdom	/kiŋdəm/\n\n[s]\nreino
kingfisher	/kiŋfiʃər/\n\n[s]\n\n1. alcedo\n2. alcíone
kiss	/kis/\n\n[s]\n[vt]\n\n1. beijo\n2. beijar
kitchen	/kitʃin/\n\n[s]\ncozinha
kitten	/kitn/\n\n1. bichano\n2. gatinho
klaxon	/klæksn/\n\n1. buzina\n2. chifre\n3. corno
knapsack	/næpsæk/\n\n1. alforje\n2. mochila
knapwood	/næpwud/\n\ncentáurea
knee	/niː/\n\njoelho
knife	/naif/\n\nfaca
knight	/nait/\n\n1. cavaleiro\n2. cavalo
knit	/nit/\n\n1. fazer meias\n2. fazer rendas
knitting needle	/nitiŋniːdl/\n\nagulha de meia
knob	/nɔb/\n\n1. asa\n2. cabo
knock	/nɔk/\n\n1. bater\n2. golpear\n3. percutir
knock off	/nɔkɔf/\n\n1. debater\n2. discutir
knockout	maravilha
knot	/nɔt/\n\n1. encruzilhada\n2. laço\n3. nó\n4. vínculo
know	/nou/\n\n1. conhecer\n2. saber
know how	/nouhau/\n\n1. conhecimento\n2. a. conhecer\n  b. saber
know-how	[s]\n\n1. conhecimento adquirido\n2. tecnologia
knowledge	/nɔlidʒ/\n\nconhecimento
kook	maluco
Koran	/kərɑːn/\n\nAlcorão
Korea	/kəriə/\n\n1. Coreia\n2. Coréia
Korean	/kəriən/\n\ncoreano
kudos	1. glória\n2. fama
label	/leibl/\n\n1. dístico\n2. etiqueta\n3. marca\n4. rótulo
labor agreement	/læbərəgriːmənt/\n\ncontratodetrabalho
laboratory	/læbərətriː/\n\nlaboratório
laborer	/ləbɔːrər/\n\n1. obreiro\n2. operário\n3. trabalhador
labour	/leibər/\n\n1. daràluz\n2. parir\n3. ter
labour agreement	/leibərəgriːmənt/\n\ncontratodetrabalho
labour contract	/leibərkɔntrækt/\n\ncontratodetrabalho
labour-union	sindicato
labourer	/leibərər/\n\n1. obreiro\n2. operário\n3. trabalhador
labyrinth	[s]\nlabirinto
lace	/leis/\n\nrenda
lack	/læk/\n\n1. a. carência\n  b. falta\n2. a. não ter\n  b. ter falta de\n  c. ter carência de
lackluster	[adjective]\n\n1. sem brilho\n2. sem vitalidade
lacquer	/lækər/\n\n1. envernizar\n2. verniz
lacrimation	[s]\nlacrimejamento
lad	/leid/\n\n1. menino\n2. rapaz
ladder	/lædər/\n\n1. a. escada\n  b. escadademão\n2. escala
laddie	/lædiː/\n\n1. menino\n2. rapaz
lady	/leidiː/\n\n1. dama\n2. mulher\n3. senhora
Lady Day	/leidiːdei/\n\nAnunciação
lady help	/leidiːhelp/\n\nassistente
lady's mantle	/leidaizmæntl/\n\n1. a. alquemila\n  b. pé-de-leão\n2. pé-del-leão
ladybug	/leidibʌg/\n\ncoccinela
lagoon	/ləguːn/\n\nlaguna
lagophthalmos	[s]\nlagoftalmo
lair	cova
laity	[s]\n\n1. a massa leiga\n2. os fiés que não fazem parte do clero
lake	/leik/\n\nlago
Lake Aral	/leikærəl/\n\nAral
Lake Erie	Erié
Lake Eyre	Erié
lamb	/læm/\n\ncordeiro
lambast	[vt]\n\n1. desaprovar\n2. reprovar\n3. bater
lambda	[s]\nlambda
lame	/leim/\n\n[adjective]\n\n1. coxo\n2. manco\n3. capenga
lament	/læmənt/\n\n1. lamentar-se\n2. queixar-se
lamentable	[adjective]\nlamentável
lamentably	[adverb]\nlamentavelmente
lamentation	[s]\nlamentação
lamp	/læmp/\n\n1. lâmpada\n2. candeia
LAN	rede local (local area network)
land	/lænd/\n\n1. alcançaramargem\n2. a. aterrar\n  b. aterrissar\n3. a. país\n  b. terra\n4. a. chão\n  b. solo
landing-stage	1. ancoradouro\n2. cais de atracação
landless	[adjective]\nsem terra
landscape	/lændskeip/\n\npaisagem
lane	/lein/\n\nbeco
language	/læŋgwidʒ/\n\n1. idioma\n2. língua\n3. linguagem
lantern	/læntən/\n\nlanterna
Laos	/lɑːɔs/\n\nLaus
lap	/leip/\n\n1. bater\n2. estalar\n3. marulhar\n4. patinhar
laparoscopic	[ad]\nlaparoscópico
Lapland	/læpleind/\n\nLapônia
Laplander	/læpleindər/\n\n1. lapão\n2. lapônio
Lapp	/leip/\n\n1. a. lapão\n  b. lapônia\n2. lapônio
Lappish	/læpiʃ/\n\n1. lapão\n2. lapônia
lapse	/læps/\n\nrecair
lapsed	/læpst/\n\n1. caduco\n2. decrépito\n3. frágil
laptop	[s]\ncomputador portátil
larboard	[s]\n[adjective]\n\n1. bombordo\n2. a bombordo
larch	/lɑːtʃ/\n\nlárix
larder	/lɑːdər/\n\naparador
large	/lɑːdʒ/\n\n1. grande\n2. magno\n3. maiúsculo
largely	[adverb]\n\n1. largamente\n2. grandemente\n3. enormemente
largeness	[s]\nlargura
larger	maior
largest	[adjective]\no maior
lark	/lɑːk/\n\n1. calhandra\n2. cotovia\n3. laverca
larkspur	/lɑːkspəːr/\n\n1. delfínio\n2. esporeira\n3. espora-dos-jardins
larva	/lɑːvə/\n\nlarva
laryngitis	/lærindʒaitis/\n\nlaringite
laryngospasm	[s]\n\n1. laringoespasmo\n2. espasmo da laringe
larynx	/læriŋks/\n\nlaringe
lass	/læs/\n\n1. garota\n2. menina\n3. moça\n4. rapariga
last	/lɑːst/\n\n[adjective]\n[vi]\n\n1. último\n2. derradeiro\n3. em último lugar\n4. a. continuar\n  b. durar\n  c. permanecer\n  d. prolongar-se
last night	/lɑːstnait/\n\na noite passada
lasting	/lɑːstiŋ/\n\n[adjective]\n\n1. duradouro\n2. a. contínuo\n  b. constante\n  c. ininterrupto
lastly	[adverb]\n\n1. por fim\n2. por último
late	/leit/\n\n[adjective]\ntardio
lately	/lətəliː/\n\n[adverb]\n\n1. recentemente\n2. ultimamente
latency	[s]\nlatência
latent	[adjective]\nlatente
later	1. mais tarde\n2. posterior
laterally	[adverb]\nlateralmente
latest	1. último\n2. o mais recente
lath	/lɑːθ/\n\n1. ripa\n2. sarrafo
lathe	/lɑːð/\n\ntorno
latin	/lætin/\n\n[s]\n[adjective]\n\n1. latim\n2. latino
Latin America	/lætinəmerikə/\n\nAmérica Latina
latinate	[s]\n\n1. latino\n2. derivado ou imitando o Latim
latrine	/lətriːn/\n\n[s]\n\n1. latrina\n2. privada
Latvia	/lætviə/\n\nLetônia
Latvian	/lætviən/\n\nletão
laud	/lɔːd/\n\n1. a. glorificar\n  b. santificar\n2. a. elogiar\n  b. gabar\n  c. louvar
laugh	/lɑːf/\n\n1. riso\n2. a. rir\n  b. rir-se
laughable	[adjective]\n\n1. a. engraçado\n  b. divertido\n2. ridículo
laughter	/lɑːftər/\n\nriso
launch	[s]\n\n1. lançamento\n2. lancha\n3. lançar
launcher	[s]\nlançador
launching	[s]\nlançamento
laundry	/lɔːndriː/\n\n[s]\nlavanderia
laurel	/lɔrəl/\n\n1. louro\n2. loureiro
lava	/lɑːvə/\n\nlava
lavish	[adjective]\n[vt]\n\n1. a. extravagante\n  b. exuberante\n2. a. excessivo\n  b. generoso\n3. gastar excessivamente\n4. usar sem moderação
law	/lɔː/\n\n[s]\n\n1. lei\n2. a. direito\n  b. jurisprudência
lawless	/lɔːləs/\n\n[adjective]\n\n1. árdego\n2. desenfreado\n3. imoderado\n4. impetuoso
lawlessly	[adverb]\nilegalmente
lawn	/lɔːn/\n\n1. a. batista\n  b. cambraia\n2. gramado\n3. relva
lawsuit	/lɔːsuːt/\n\n[s]\n\n1. ação\n2. pleito\n3. processo
lawyer	/lɔːjər/\n\n[s]\n\n1. advogado\n2. jurista
laxative	/læksətiv/\n\nlaxativo
laxity	[adjective]\n\n1. fraqueza\n2. debilidade
lay	/lei/\n\n1. deitar\n2. estender
lay down	/leidaun/\n\n1. colocar\n2. meter\n3. pôr
lay hold of	/leihouldɔf/\n\n1. pegar\n2. tirar\n3. tomar
lay out	/leiaut/\n\n1. deitar\n2. desenvolver\n3. estender\n4. expor\n5. fazer cair
layer	/leiər/\n\n[s]\n\n1. camada\n2. estrato\n3. filão\n4. lençol
layman	/leimən/\n\n1. laico\n2. leigo
laypeople	[s]\n\n1. leigo\n2. pessoa leiga
laziness	/leizinəs/\n\n[s]\n\n1. preguiça\n2. indolência
lazy	/leiziː/\n\n[adjective]\n\n1. indolente\n2. mandrião\n3. negligente\n4. preguiçoso
lead	/led/\n\n[s]\n[adjective]\n[vt]\n\n1. liderança\n2. chumbo\n3. a. plúmbeo\n  b. de chumbo\n4. a. liderar\n  b. conduzir\n  c. dirigir\n  d. guiar
leader	/liːdər/\n\n[s]\n\n1. líder\n2. chefe\n3. diretor
leadership	[s]\nliderança
leading article	/lediŋɑːtikl/\n\nartigo de fundo
leaf	/liːf/\n\n[s]\nfolha
leaf through	/liːfθruː/\n\nfolhear
leaflet	/liːflit/\n\n[s]\n\n1. brochura\n2. opúsculo
league	/liːg/\n\n[s]\n\n1. aliança\n2. liga
leak	escoar
leakage	[s]\n\n1. escoamento\n2. derrame
lean	/liːn/\n\n[adjective]\n\n1. magro\n2. a. delgado\n  b. fino\n  c. delicado\n3. a. apoiar\n  b. arrimar\n  c. encostar\n  d. reclinar\n4. apoiar-se
leaner	[adjective]\n\n1. mais magro\n2. mais fino
leap	/liːp/\n\n[s]\n\n1. a. pulo\n  b. salto\n2. a. pular\n  b. saltar
leap-year	ano bissexto
learn	/ləːn/\n\naprender
learn of	/ləːnɔf/\n\ninformar-se
lease	/liːs/\n\narrendar
leather	/leðər/\n\n[s]\n[adjective]\n\n1. couro\n2. de couro
leave	/liːv/\n\n[s]\n[vt]\n[vi]\n\n1. licença\n2. abandonar\n3. a. legar\n  b. testar\n4. a. deixar\n  b. largar\n  c. permitir\n5. a. afastar-se\n  b. ausentar-se\n  c. partir\n  d. retirar-se
leave behind	/liːvbiːhaind/\n\n1. deixar\n2. transmitir
leave out	/liːvaut/\n\n1. deixar passar\n2. escapar\n3. omitir\n4. preterir
leave out of account	/liːvautɔfəkaunt/\n\n1. fingir ignorar\n2. não tomar conhecimento
Lebanese	/lebəniːz/\n\n[adjective]\nlibanês
Lebanon	/lebənən/\n\nLíbano
lectern	/lektən/\n\n[s]\n\n1. carteira\n2. estante
lector	/lektər/\n\n[s]\n\n1. professor\n2. professor universitário
lecture	/lektʃər/\n\n[s]\n\n1. a. aula\n  b. preleção\n2. fazer uma preleção
lecturer	/lektʃərər/\n\n[s]\n\n1. professor\n2. professor universitário
leech	[s]\nsanguessuga
leek	/liːk/\n\n[s]\nalho
left	/left/\n\n[s]\n[adjective]\n\n1. esquerda\n2. esquerdo\n3. canhoto
leg	/leg/\n\n[s]\nperna
legacy	[s]\n\n1. legado\n2. herança
legal	/liːgl/\n\n[adjective]\n\n1. legal\n2. lícito
legality	[s]\nlegalidade
legalization	[s]\nlegalização
legalize	[vt]\nlegalizar
legally	[adverb]\n\n1. legalmente\n2. pela lei
legend	/ledʒənd/\n\n[s]\nlenda
legendary	/ledʒəndriː/\n\n[adjective]\n\n1. legendário\n2. lendário
legible	/ledʒəbl/\n\n[adjective]\nlegível
legion	/lidʒən/\n\n[s]\nlegião
legionellosis	[s]\nlegionelose
legislate	[vi]\nlegislar
legislation	[s]\nlegislação
legislative	[adjective]\nlegislativo
legislator	[s]\nlegislador
legitimate	[adjective]\n[vt]\n\n1. legítimo\n2. legitimar
legitimation	[s]\nlegitimação
legitimize	/lidʒitimaiz/\n\n1. legalizar\n2. legitimar
leishmaniasis	[s]\nleishimaniose
leisure	[s]\n\n1. a. lazer\n  b. ócio\n2. a. desocupado\n  b. livre
lemon	/lemən/\n\nlimão
lemon-tree	limoeiro
lemonade	/lemənɑːd/\n\nlimonada
lend	/lend/\n\n1. emprestar\n2. dar por empréstimo
length	/leŋθ/\n\n[s]\n[vt]\n[vi]\n\n1. a. comprimento\n  b. extensão\n  c. longitude\n2. a. alongar\n  b. fazer mais comprido\n  c. fazer mais longo\n3. a. alongar-se\n  b. tornar-se mais comprido\n  c. tornar-se mais longo
lengthen	[vt]\n[vi]\n\n1. a. alongar\n  b. fazer mais comprido\n  c. fazer mais longo\n2. a. alongar-se\n  b. tornar-se mais comprido\n  c. tornar-se mais longo
lengthwise	/leŋθwaiz/\n\n1. ao comprido\n2. ao longo
lengthy	[adjective]\n\n1. prolongado\n2. comprido
lens	/lenz/\n\n1. lente\n2. lupa
lentil	/lentl/\n\nlentilha
leopard	/lepəd/\n\nleopardo
leper	/lepər/\n\nleproso
leprosy	/leprəsiː/\n\nlepra
leptospirosis	[s]\nleptospirose
lesion	[s]\nlesão
less	/les/\n\nmenos
less and less	/lesændles/\n\nmenosemenos
Lesser Antilles	/lesəræntilz/\n\nPequenasAntilhas
lesson	/lesn/\n\n1. aula\n2. ensinamento\n3. lição
let	/let/\n\n1. a. deixar\n  b. largar\n  c. permitir\n2. a. alugar\n  b. dar de aluguel
let know	/letnou/\n\n1. informar\n2. noticiar\n3. notificar
let's start	/letzstɑːt/\n\n1. comecemos\n2. vamos
lethal	[adjective]\nletal
lethargic	[adjective]\nletárgico
lethargy	/leθədʒiː/\n\nletargia
Lett	/let/\n\nletão
letter	/letər/\n\n1. epístola\n2. a. carta\n  b. missiva\n3. letra
letter of credit	/letərɔfkredit/\n\ncartadecrédito
letterbox	/letəbɔks/\n\n1. caixadecorreiro\n2. caixapostal
Lettish	/letiʃ/\n\nletão
lettuce	/letis/\n\nalface
leukocyte	[s]\nleucócito
leukopenia	[s]\nleucopenia
level	/levəl/\n\n1. a. chão\n  b. chato\n  c. plano\n  d. raso\n2. a. aplanar\n  b. alisar\n  c. nivelar\n3. a. igual\n  b. parelho\n4. a. acertar\n  b. ajustar\n  c. igualar\n5. horizontal\n6. nível
level crossing	/levəlkrɔsiŋ/\n\npassagemdenível
lever	/liːvər/\n\n[s]\n[vt]\n\n1. alavanca\n2. a. elevar\n  b. erguer\n  c. suspender
levity	[s]\nleveza
levy	[s]\n\n1. imposto\n2. tributo\n3. cobrança
lewd	/ljuːd/\n\n1. devasso\n2. impudico\n3. lascivo
liability	[s]\n\n1. responsabilidade\n2. obrigações
liable	[adjective]\n\n1. sujeito a\n2. capaz de\n3. possível de
liberal	/librəl/\n\nliberal
liberality	[s]\nliberalidade
libertine	[adjective]\nlibertino
liberty	[s]\nliberdade
librarian	/laibrɛəriən/\n\nbibliotecário
library	/laibrəriː/\n\nbiblioteca
licence	/laisns/\n\nlicença
license	/laisns/\n\nlicença
licentious	/laisenʃəs/\n\n1. árdego\n2. desenfreado\n3. imoderado\n4. impetuoso
lichenification	[s]\nliquenificação
licit	lícito
lick	/lik/\n\nlamber
lid	/lid/\n\n1. capa\n2. cobertura\n3. tampa
lidocaine	[s]\nlidocaína
lie	/liː/\n\n[s]\n[vt]\n[vi]\n\n1. mentira\n2. a. posição\n  b. disposição\n3. a. estar deitado\n  b. estar situado\n  c. ficar\n  d. jazer\n4. mentir
lie down	/liːdaun/\n\n[vi]\n\n1. deitar-se\n2. estender-se
